GainOrLossGrp_1_SecuritiesAmt,GrossAmountSalesAssetsGrp_1_SecuritiesAmt,IncmFromInvestBondProceedsGrp_1_TotalRevenueColumnAmt,InvestmentIncomeGrp_1_TotalRevenueColumnAmt,LessCostOthBasisSalesExpnssGrp_1_SecuritiesAmt,MiscellaneousRevenueGrp_1_TotalRevenueColumnAmt,NetGainOrLossInvestmentsGrp_1_TotalRevenueColumnAmt,NetIncmFromFundraisingEvtGrp_1_TotalRevenueColumnAmt,NetIncomeFromGamingGrp_1_TotalRevenueColumnAmt,NetRentalIncomeOrLossGrp_1_TotalRevenueColumnAmt,OtherRevenueMiscGrp_1_Desc,OtherRevenueMiscGrp_1_TotalRevenueColumnAmt,OtherRevenueMiscGrp_2_Desc,OtherRevenueMiscGrp_2_TotalRevenueColumnAmt,OtherRevenueMiscGrp_3_Desc,OtherRevenueMiscGrp_3_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_1_Desc,ProgramServiceRevenueGrp_1_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_2_Desc,ProgramServiceRevenueGrp_2_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_3_Desc,ProgramServiceRevenueGrp_3_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_4_Desc,ProgramServiceRevenueGrp_4_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_5_Desc,ProgramServiceRevenueGrp_5_TotalRevenueColumnAmt,RentalIncomeOrLossGrp_1_PersonalAmt,RentalIncomeOrLossGrp_1_RealAmt,RoyaltiesRevenueGrp_1_TotalRevenueColumnAmt,business_name,cost_of_goods_sold,ein,fundraising_amt,fundraising_direct_expenses,fundraising_gross_income,government_grants,gross_sales_of_inventory,membership_dues,non_cash_contributions,other_contributions,other_revenue_total,tax_period_begin,tax_period_end,total_contributions,total_program_service_revenue,total_revenue
0,0,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,PERFORMANCE REVENUE,247728,0,0,0,0,0,0,0,0,0,0,0,SAN JOSE TAIKO GROUP INC,2349,942801727,10750,,,69952,6011,,,160865,,2015-07-01,2016-06-30,230817,247728,483530
0,0,0,1307,0,0,0,0,0,0,0,0,0,0,0,0,PERFORMANCE REVENUE,307277,0,0,0,0,0,0,0,0,0,0,0,SAN JOSE TAIKO GROUP INC,2633,942801727,10000,,,51937,9685,,,137589,,2014-07-01,2015-06-30,189526,307277,505162
0,0,0,1490,0,0,0,0,0,0,0,0,0,0,0,0,PERFORMANCE REVENUE,232334,0,0,0,0,0,0,0,0,0,0,0,,5542,942801727,10000,,,46557,13244,,,346876,,2013-07-01,2014-06-30,393433,232334,634959
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,942801727,,,,,,,,,,,,,,
0,0,0,0,0,0,0,16058,0,0,0,0,0,0,0,0,CONCERTS/TOURS,277674,TUITION,111872,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,5452,21510,7473,,,,60321,0,2023-07-01,2024-06-30,67794,389546,473398
0,0,0,4,0,0,0,23755,0,0,0,0,0,0,0,0,CONCERTS/TOURS,437284,TUITION,123808,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,1322,25077,7211,,,,42903,0,2022-07-01,2023-06-30,50114,561092,634965
0,0,0,897,0,0,0,20060,0,0,0,0,0,0,0,0,CONCERTS/TOURS,253657,TUITION,94817,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,1300,21360,152573,,,,31992,0,2021-07-01,2022-06-30,184565,348474,553996
0,0,0,0,0,0,0,19745,0,0,0,0,0,0,0,0,TUITION,97592,CONCERTS/TOURS,24744,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,1001,20746,,,,,123192,0,2020-07-01,2021-06-30,123192,122336,265273
0,0,0,0,0,0,0,17308,0,0,0,0,0,0,0,0,CONCERTS/TOURS,207134,TUITION,91981,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,12022,29330,,,,,47043,0,2019-07-01,2020-06-30,47043,299115,363466
0,0,0,0,0,0,0,17866,0,0,0,0,0,0,0,0,CONCERTS/TOURS,330401,TUITION,132151,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,7950,25816,,,,,52171,0,2018-07-01,2019-06-30,52171,462552,532589
0,0,0,0,0,0,0,8366,0,0,0,0,0,0,0,0,CONCERTS/TOURS,275363,TUITION,148877,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,1064,9430,,,,,52575,0,2017-07-01,2018-06-30,52575,424240,485181
0,0,0,0,0,0,0,9266,0,0,0,0,0,0,0,0,CONCERTS/TOURS,364149,TUITION,149519,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,824,10090,,,,,29054,0,2016-07-01,2017-06-30,29054,513668,551988
0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,CONCERTS/TOURS,362107,TUITION,241687,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,701,1650,,,,,21160,0,2015-07-01,2016-06-30,21160,603794,625903
0,0,0,1,0,0,0,93,0,0,0,0,0,0,0,0,TUITION,255800,CONCERTS/TOURS,214362,0,0,0,0,0,0,0,0,0,ALLEGRO CHOIRS OF KANSAS CITY INC,,460494358,0,4174,4267,,,,,31539,0,2014-07-01,2015-06-30,31539,470162,501795
0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,CONCERTS/TOURS,403615,TUITION,118094,0,0,0,0,0,0,0,0,0,,1700,460494358,0,15053,15332,,,,,42591,0,2013-07-01,2014-06-30,42591,521709,562879
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,460494358,,,,,,,,,,,,,,
241218,1112044,0,402008,870826,0,241218,0,0,0,Contracted Services,472600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NET FOUNDATION FOR TELEVISION,0,237122088,8314,0,0,,0,,50721,6703549,472600,2020-07-01,2021-06-30,6703549,0,7819375
48420,1351499,0,454516,1303079,0,48420,0,0,0,Contracted Services,258620,Miscellaneous Income,5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NET FOUNDATION FOR TELEVISION,0,237122088,10724,0,0,,0,,32915,5114535,264486,2019-07-01,2020-06-30,5114535,0,5881957
69030,1450737,0,522534,1381707,0,69030,0,0,0,CONTRACT REVENUE,475438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NET FOUNDATION FOR TELEVISION,0,237122088,1630,0,0,,0,,,5193087,475438,2018-07-01,2019-06-30,5193087,0,6260089
447560,1477266,0,399721,1029706,0,447560,0,0,0,CONTRACT REVENUE,552049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NET FOUNDATION FOR TELEVISION,0,237122088,1532,0,0,,0,,,6269637,552049,2017-07-01,2018-06-30,6269637,0,7668967
224119,1139966,0,283588,915847,0,224119,0,0,0,CONTRACT REVENUE,504600,MISCELLANEOUS INCOME,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NET FOUNDATION FOR TELEVISION,0,237122088,337,0,0,,0,,,4604208,504603,2016-07-01,2017-06-30,4604208,0,5616518
70479,916270,0,330467,845791,0,70479,0,0,0,Contract Revenue,564288,Miscellaneous Income,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NET FOUNDATION FOR TELEVISION,,237122088,1888,,,,,,,4231346,564391,2015-07-01,2016-06-30,4231346,0,5196683
155355,876936,0,339696,721581,0,155355,2850,0,0,CONTRACT REVENUE,502604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NET FOUNDATION FOR TELEVISION,,237122088,1076,,2850,,,,,4490046,502604,2014-07-01,2015-06-30,4490046,0,5490551
134486,795683,0,261854,661197,0,134486,821,0,0,Contract Revenue,750006,Miscellaneous Income,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,237122088,11508,,821,,,,,4101906,750022,2013-07-01,2014-06-30,4101906,0,5249089
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,237122088,,,,,,,,,,,,,,
0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,SHOW REVENUE,164940,TUITION,107252,0,0,0,0,0,0,0,0,0,HADDONFIELD PLAYS AND PLAYERS,,226062643,10397,,,,,390,,290276,,2022-08-01,2023-07-31,301063,273625,574929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HADDONFIELD PLAYS AND PLAYERS,0,226062643,,,0,,,0,,,,2021-08-01,2022-07-31,RESTRICTED,,
0,0,0,9,0,100,0,0,0,0,0,0,0,0,0,0,Show Revenue,38989,Tuition,7117,0,0,0,0,0,0,0,0,0,HADDONFIELD PLAYS AND PLAYERS,,226062643,1024,0,0,3000,,0,0,1400,100,2020-08-01,2021-07-31,5424,46106,51639
-76773,446846,0,64477,523619,0,-76773,0,0,0,0,0,0,0,0,0,MUSEUM SHOP,14723,PROGRAMMING INCOME,19917,TOUR INCOME,53551,0,0,0,0,0,0,0,HYDE HALL INC,,136155732,24138,,,,,,,440157,0,2023-01-01,2023-12-31,440157,88191,516052
21794,418009,0,53042,396215,0,21794,0,0,0,0,0,0,0,0,0,MUSEUM SHOP,14266,PROGRAMMING INCOME,25735,TOUR INCOME,50461,0,0,0,0,0,0,0,HYDE HALL INC,,136155732,21077,,,,,,,318968,0,2022-01-01,2022-12-31,318968,90462,484266
-954,51178,0,50223,52132,0,-954,0,0,0,0,0,0,0,0,0,MUSEUM SHOP,7768,PROGRAMMING INCOME,17532,SITE USE,250,TOUR INCOME,38379,0,0,0,0,0,HYDE HALL INC,,136155732,18832,,,47850,,,50226,477914,0,2021-01-01,2021-12-31,525764,63929,638962
0,0,0,4604,0,0,0,0,0,0,0,0,0,0,0,0,MUSEUM SHOP,7821,PROGRAMMING INCOME,,SITE USE,,TOUR INCOME,26379,0,0,0,0,0,HYDE HALL INC,,136155732,18063,,,47000,,,,2461840,0,2020-01-01,2020-12-31,2508840,34200,2547644
0,0,0,4466,0,0,0,0,0,0,0,0,0,0,0,0,MUSEUM SHOP,7862,PROGRAMMING INCOME,5244,SITE USE,4650,TOUR INCOME,51940,0,0,0,0,0,HYDE HALL INC,,136155732,17950,,,,,,27227,687219,0,2019-01-01,2019-12-31,687219,69696,761381
0,0,0,3068,0,0,0,19681,0,0,0,0,0,0,0,0,MUSEUM SHOP,7947,PROGRAMMING INCOME,5515,SITE USE,12280,TOUR INCOME,56590,0,0,0,0,0,HYDE HALL INC,,136155732,18000,24014,43695,,,,,304388,0,2018-01-01,2018-12-31,304388,82332,409469
0,0,0,1668,0,0,0,38294,0,0,0,0,0,0,0,0,MUSEUM SHOP,6434,PROGRAMMING INCOME,8177,SITE USE,3550,TOUR INCOME,53606,0,0,0,0,0,HYDE HALL INC,,136155732,16317,37156,75450,,,,,535915,0,2017-01-01,2017-12-31,535915,71767,647644
0,0,0,1070,0,0,0,38971,0,0,0,0,0,0,0,0,MUSEUM SHOP,6860,PROGRAMMING INCOME,61996,0,0,0,0,0,0,0,0,0,HYDE HALL INC,,136155732,15536,23064,62035,75421,,,,326134,0,2016-01-01,2016-12-31,401555,68856,510452
0,0,0,450,0,0,0,43248,0,0,0,0,0,0,0,0,MUSEUM SHOP,8278,PROGRAMMING INCOME,49657,WRITE DOWN OLD INVENTORY,-11756,0,0,0,0,0,0,0,HYDE HALL INC,,136155732,15625,43421,86669,149192,,,,251184,0,2015-01-01,2015-12-31,400376,46179,490253
0,0,0,955,0,0,0,44925,0,0,0,0,0,0,0,0,MUSEUM SHOP,6357,PROGRAMMING INCOME,32301,0,0,0,0,0,0,0,0,0,HYDE HALL INC,,136155732,14899,30271,75196,36368,,,,255923,0,2014-01-01,2014-12-31,292291,38658,376829
-56,2818,0,1710,2874,0,-56,57549,0,0,HEALTH CARE CREDIT,423,0,0,0,0,MUSEUM SHOP,6115,PROGRAMMING INCOME,24566,SITE USE,8395,0,0,0,0,0,0,0,,,136155732,14997,25900,83449,10139,,,81605,327639,423,2013-01-01,2013-12-31,337778,39076,436480
0,0,0,28939,0,0,225334,0,0,0,0,0,0,0,0,0,DEV. COSTS PARTICIPATION,,ELECTRONIC JOURNALS,2196321,0,0,0,0,0,0,0,0,0,PSYCHOANALYTIC ELECTRONIC PUBLISHINGINC,,133917468,11541,,,,,,,,0,2023-01-01,2023-12-31,0,2196321,2450594
0,0,0,19815,0,0,-240920,0,0,0,0,0,0,0,0,0,DEV. COSTS PARTICIPATION,,ELECTRONIC JOURNALS,2016366,0,0,0,0,0,0,0,0,0,PSYCHOANALYTIC ELECTRONIC PUBLISHINGINC,,133917468,0,,,,,,,,0,2022-01-01,2022-12-31,0,2016366,1795261
0,0,0,14151,0,0,232973,0,0,0,0,0,0,0,0,0,DEV. COSTS PARTICIPATION,,ELECTRONIC JOURNALS,2036716,0,0,0,0,0,0,0,0,0,PSYCHOANALYTIC ELECTRONIC PUBLISHINGINC,,133917468,1350,,,,,,,,0,2021-01-01,2021-12-31,0,2036716,2283840
0,0,0,15683,0,0,156363,0,0,0,0,0,0,0,0,0,DEV. COSTS PARTICIPATION,23702,ELECTRONIC JOURNALS,1970141,0,0,0,0,0,0,0,0,0,PSYCHOANALYTIC ELECTRONIC PUBLISHINGINC,,133917468,0,,,,,,,,0,2020-01-01,2020-12-31,0,1993843,2165889
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Performance Revenue,598184,0,0,0,0,0,0,0,0,0,0,0,Ballet Palm Beach Inc,,820569013,2852,,,155580,,,,252984,,2023-07-01,2024-06-30,408564,598184,1006748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Performance Revenue,595606,0,0,0,0,0,0,0,0,0,0,0,Ballet Palm Beach Inc,,820569013,3584,,,81573,,,,332285,,2022-07-01,2023-06-30,413858,595606,1009464
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Performance Revenue,267984,0,0,0,0,0,0,0,0,0,0,0,Ballet Palm Beach Inc,,820569013,73586,,,41993,,,,204097,,2021-07-01,2022-06-30,319676,267984,587660
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ballet Palm Beach Inc,,820569013,7088,,,,,,,122515,,2020-07-01,2021-06-30,129603,,129603
0,0,0,0,0,0,0,0,0,0,EIDL Cash Advance,1000,0,0,0,0,Performance Revenue,232307,Artist Training Program,1925,0,0,0,0,0,0,0,0,0,Ballet Palm Beach Inc,,820569013,1639,,,,,,,306859,1000,2019-07-01,2020-06-30,308498,234232,543730
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Performance Revenue,235416,Artist Training Program,2900,0,0,0,0,0,0,0,0,0,Ballet Palm Beach Inc,,820569013,82602,,,1133,,,,272385,,2018-07-01,2019-06-30,356120,238316,594436
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Performance Revenue,279876,Ballet Ambassadors,4828,Artist Performance Fees,10450,Artist Training Program,3750,0,0,0,0,0,Ballet Palm Beach Inc,,820569013,30041,,,11156,,,,132457,,2017-07-01,2018-06-30,173654,298904,472558
0,0,0,0,0,0,0,7026,0,0,0,0,0,0,0,0,Performance Ticket Sales Fees,172496,Artist Performance Fees,23453,Artist Training Program,5285,0,0,0,0,0,0,0,Ballet Palm Beach Inc,,820569013,26120,28382,35408,86689,,,,101546,,2016-07-01,2017-06-30,214355,201234,422615
0,0,0,0,0,0,0,4934,0,0,Playbill Advertisements,1500,0,0,0,0,Performance Ticket Sales Fees,133274,Artist Performance Fees,25247,0,0,0,0,0,0,0,0,0,Ballet Palm Beach Inc,1388,820569013,36343,26090,31024,26183,2705,,,95399,1500,2014-01-01,2014-12-31,157925,158521,324197
0,0,0,0,0,0,0,22904,0,0,Playbill Advertisements,1975,0,0,0,0,Performance Ticket Sales Fees,106692,Artist Performance Fees,24050,0,0,0,0,0,0,0,0,0,,,820569013,1600,18282,41186,14187,,,3000,109462,1975,2013-01-01,2013-12-31,125249,130742,280870
-800916,4427448,0,132223,5228364,0,-800916,-36525,818,44427,Other Income,4155,0,0,0,0,Membership Dues,225348,Admissions,586210,Educational,50101,Collector's Circle Dues,4650,0,0,,44427,0,Asheville Art Museum Association Inc,128876,566060776,121284,81754,45229,441184,232157,,83409,894546,4155,2022-07-01,2023-06-30,1457014,866309,1770786
557592,557592,0,150777,0,0,557592,-55158,7475,67950,Other Income,823,Professional Conference,28735,0,0,Membership Dues,219037,Admissions,656898,Educational,59479,Collector's Circle Dues,10150,0,0,,67950,0,Asheville Art Museum Association Inc,133278,566060776,172261,137339,82181,290983,250897,,148338,882386,29558,2021-07-01,2022-06-30,1345630,945564,3167007
11661,11661,0,22534,0,0,11661,49004,3077,20868,Other Income,1516,0,0,0,0,Membership Dues,214486,Admissions,358578,Educational,65261,Collector's Circle Dues,13680,0,0,,20868,0,Asheville Art Museum Association Inc,50187,566060776,12618,12572,61576,286299,91754,,5134226,7709143,1516,2020-07-01,2021-06-30,8008060,652005,8810292
0,0,0,29752,0,0,0,24338,0,31727,Other Income,28376,0,0,0,0,Membership Dues,250096,Admissions,238065,Educational,31026,Friends & Travelers,8120,0,0,,31727,0,Asheville Art Museum Association Inc,24636,566060776,98575,33569,57907,1346841,49289,,44266,4059798,28376,2019-07-01,2020-06-30,5505214,527307,6171367
0,0,0,27415,0,0,0,5161,210,0,Other Income,365,0,0,0,0,Memberships,73468,Admissions,798,Educational,47221,Friends & Travelers,10000,0,0,0,0,0,Asheville Art Museum Association Inc,8550,566060776,2469,12907,18068,1242142,6009,,37623,3141006,365,2018-07-01,2019-06-30,4385617,131487,4547714
0,0,0,41814,0,0,0,-35622,5770,0,Other Income,392,0,0,0,0,Memberships,115350,Admissions,1691,Educational,49117,Friends & Travelers,68329,Curatorial Earned Income,6040,0,0,0,Asheville Art Museum Association Inc,11481,566060776,192896,59592,23970,3196700,16662,,322181,4423697,392,2017-07-01,2018-06-30,7813293,240527,8071355
0,0,0,47861,0,0,0,14429,10535,6206,Other Income,4240,0,0,0,0,Memberships,60646,Admissions,18897,Educational,31317,Friends & Travelers,70803,Curatorial Earned Income,940,,6206,0,Asheville Art Museum Association Inc,16439,566060776,134280,52201,66630,320000,18772,,134340,2917759,4240,2016-07-01,2017-06-30,3372039,182603,3640246
0,0,0,16597,0,0,0,2882,11625,16328,Other Income,6901,0,0,0,0,Memberships,60214,Admissions,85861,Educational,34523,Friends & Travelers,55510,Curatorial Earned Income,8603,,16328,0,Asheville Art Museum Association Inc,50341,566060776,107719,49369,52251,323043,96328,,98525,908383,6901,2015-07-01,2016-06-30,1339145,244711,1684176
0,0,0,18001,0,0,0,8711,3060,16217,Other Income,6233,0,0,0,0,Memberships,56245,Admissions,81108,Educational,34642,Friends & Travelers,106580,Exhibition Rental Income,4954,,16217,0,Asheville Art Museum Association Inc,24030,566060776,133120,51544,60255,221755,40814,,83171,3155095,6233,2014-07-01,2015-06-30,3509970,283529,3862505
0,0,0,27430,0,0,0,76960,0,11276,Other Income,11378,0,0,0,0,Memberships,70543,Admissions,70684,Educational,37728,Friends Program,20200,Exhibition Rental Income,11250,,11276,0,,25092,566060776,67671,49160,126120,72602,45528,,17106,1210739,11378,2013-07-01,2014-06-30,1351012,210405,1708897
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,566060776,,,,,,,,,,,,,,
,,0,105991,,0,154523,0,0,98508,OTHER INCOME,160000,ADVERTISING,5907,0,0,CONCERT & EVENT INCOME,882906,UNDERWRITING INCOME,388739,0,0,0,0,0,0,,98508,0,GATEWAY CREATIVE BROADCASTING INC,192596,431793303,238211,,,,253797,,2400,6738334,165907,2023-06-01,2024-05-31,6738334,1271645,8596109
-209,0,0,20068,209,0,-11195,0,0,99726,ADVERTISING,3456,0,0,0,0,CONCERT & EVENT INCOME,1155525,UNDERWRITING INCOME,140602,0,0,0,0,0,0,,99726,0,GATEWAY CREATIVE BROADCASTING INC,192161,431793303,270649,,,,214685,,5200,6764187,3456,2022-06-01,2023-05-31,6764187,1296127,8194893
-262,,0,17676,262,0,-8494,0,0,31527,ADVERTISING,6109,0,0,0,0,CONCERT & EVENT INCOME,1184447,UNDERWRITING INCOME,170413,0,0,0,0,0,0,,31527,0,GATEWAY CREATIVE BROADCASTING INC,222117,431793303,211539,,,,275353,,61893,6762027,6109,2021-06-01,2022-05-31,6762027,1354860,8216941
,0,0,6115,,0,-600,0,0,0,ADVERTISING,1815,0,0,0,0,CONCERT & EVENT INCOME,337264,UNDERWRITING INCOME,174507,0,0,0,0,0,0,0,0,0,GATEWAY CREATIVE BROADCASTING INC,136066,431793303,208668,,,430248,192834,,,6329162,1815,2020-06-01,2021-05-31,6759410,511771,7335279
,0,0,18229,,0,-3000,0,0,0,0,0,0,0,0,0,CONCERT & EVENT INCOME,968595,UNDERWRITING INCOME,91980,0,0,0,0,0,0,0,0,0,GATEWAY CREATIVE BROADCASTING INC,38155,431793303,252892,,,,58780,,,7049114,,2019-06-01,2020-05-31,7049114,1060575,8145543
,0,0,47496,,0,-2630,0,0,0,0,0,0,0,0,0,CONCERT & EVENT INCOME,1068129,UNDERWRITING INCOME,75979,0,0,0,0,0,0,0,0,0,GATEWAY CREATIVE BROADCASTING INC,20121,431793303,225948,,,,22058,,,6639789,,2018-06-01,2019-05-31,6639789,1144108,7830700
0,0,0,9589,0,0,0,0,0,0,PROGRAM SPONSORSHIPS,1900,0,0,0,0,EDUCATIONAL CLASSES IN TV,1806,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,496925,,824,,,1900,2023-07-01,2024-06-30,497749,1806,511044
0,0,0,3614,0,0,0,0,0,0,PROGRAM SPONSORSHIPS,1244,0,0,0,0,EDUCATIONAL CLASSES IN TV,3250,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,533406,,1062,,,1244,2022-07-01,2023-06-30,534468,3250,542576
,,0,388,,0,-7027,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,1889,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,,,,,302674,,2022-01-01,2022-06-30,302674,1889,297924
0,0,0,3257,0,0,0,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,2472,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,,,,,248057,,2021-01-01,2021-12-31,248057,2472,253786
0,0,0,9030,0,0,0,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,2056,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,,,,,516056,,2020-01-01,2020-12-31,516056,2056,527142
0,0,0,18207,0,0,0,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,2567,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,,,,,533704,,2019-01-01,2019-12-31,533704,2567,554478
0,0,0,15462,0,0,0,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,3231,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,,,,,550851,,2018-01-01,2018-12-31,550851,3231,569544
0,0,0,10188,0,0,0,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,3261,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,,,,,540938,,2017-01-01,2017-12-31,540938,3261,554387
0,0,0,6056,0,0,0,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,3919,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,,,,,494614,,2016-01-01,2016-12-31,494614,3919,504589
0,0,0,5598,0,0,0,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,5018,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,,,,,469313,,2015-01-01,2015-12-31,469313,5018,479929
0,0,0,5162,0,0,0,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,3526,0,0,0,0,0,0,0,0,0,0,0,DRACUT ACCESS TELEVISION INC,,030606247,0,,,,,,,445249,,2014-01-01,2014-12-31,445249,3526,453937
0,0,0,2531,0,0,0,0,0,0,0,0,0,0,0,0,MEMBER SERVICES,3179,0,0,0,0,0,0,0,0,0,0,0,,,030606247,0,,,,,,,427830,,2013-01-01,2013-12-31,427830,3179,433540
0,0,0,11,0,0,0,0,0,0,LIST RENTAL,4464,FOREIGN CURRENCY GAIN,494,LEGAL SETTLEMENT,137500,MAGAZINE SUBSCRIPTION/SALES,287555,0,0,0,0,0,0,0,0,0,0,6443,THE BAFFLER FOUNDATION INC,7640,274645833,9125,0,0,,10397,,,2082187,142458,2023-01-01,2023-12-31,2082187,287555,2521411
0,0,0,0,0,0,0,0,0,0,LIST RENTAL,1217,CREDIT CARD REWARDS,13909,0,0,MAGAZINE SUBSCRIPTION/SALES,282244,0,0,0,0,0,0,0,0,0,0,494,THE BAFFLER FOUNDATION INC,11606,274645833,16500,0,0,,16541,,,2076487,15126,2022-01-01,2022-12-31,2076487,282244,2379286
0,0,0,848,0,0,0,0,0,0,LIST RENTAL,10375,0,0,0,0,MAGAZINE SUBSCRIPTION/SALES,345775,0,0,0,0,0,0,0,0,0,0,8649,THE BAFFLER FOUNDATION INC,7632,274645833,17219,0,0,135659,21595,,,1685734,10375,2021-01-01,2021-12-31,1821393,345775,2201003
0,0,0,821,0,0,0,0,0,0,LIST RENTAL/OTHER,13458,0,0,0,0,MAGAZINE SUBSCRIPTION/SALES,289230,0,0,0,0,0,0,0,0,0,0,71,THE BAFFLER FOUNDATION INC,0,274645833,11000,0,0,,37580,,,1734096,13458,2020-01-01,2020-12-31,1734096,289230,2075256
0,0,0,0,0,0,0,0,0,0,OTHER REVENUE,13443,0,0,0,0,SUBSCRIPTION AND CIRCU,267502,LIST RENTALS,4396,EVENT FEES,2635,0,0,0,0,0,0,0,THE BAFFLER FOUNDATION INC,0,274645833,22000,,,,15127,,,1803466,13443,2019-01-01,2019-12-31,1803466,274533,2106569
0,0,0,0,0,0,0,0,0,0,OTHER REVENUE,19087,0,0,0,0,SUBSCRIPTION AND CIRCU,267104,EVENT FEES,8523,LIST RENTALS,2537,0,0,0,0,0,0,0,THE BAFFLER FOUNDATION INC,0,274645833,2626,,,,60387,,,1786076,19087,2018-01-01,2018-12-31,1786076,278164,2143714
0,0,0,6,0,0,0,0,0,0,LIST RENTAL/OTHER,20903,0,0,0,0,EVENTS,,INSTITUTIONAL SUPPORT,7080,MAGAZINE SUBSCR/SALES,177348,0,0,0,0,0,0,3862,THE BAFFLER FOUNDATION INC,,274645833,10464,,,,29137,,,1407514,20903,2017-01-01,2017-12-31,1407514,184428,1645850
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,EVENTS,146,INSTITUTIONAL SUPPORT,20050,MAGAZINE SUBSCR/SALES,103258,0,0,0,0,0,0,2458,THE BAFFLER FOUNDATION INC,,274645833,33611,,,,7992,,,15677,0,2016-01-01,2016-12-31,15677,123454,149589
