GainOrLossGrp_1_SecuritiesAmt,GrossAmountSalesAssetsGrp_1_SecuritiesAmt,IncmFromInvestBondProceedsGrp_1_TotalRevenueColumnAmt,InvestmentIncomeGrp_1_TotalRevenueColumnAmt,LessCostOthBasisSalesExpnssGrp_1_SecuritiesAmt,MiscellaneousRevenueGrp_1_TotalRevenueColumnAmt,NetGainOrLossInvestmentsGrp_1_TotalRevenueColumnAmt,NetIncmFromFundraisingEvtGrp_1_TotalRevenueColumnAmt,NetIncomeFromGamingGrp_1_TotalRevenueColumnAmt,NetRentalIncomeOrLossGrp_1_TotalRevenueColumnAmt,OtherRevenueMiscGrp_1_Desc,OtherRevenueMiscGrp_1_TotalRevenueColumnAmt,OtherRevenueMiscGrp_2_Desc,OtherRevenueMiscGrp_2_TotalRevenueColumnAmt,OtherRevenueMiscGrp_3_Desc,OtherRevenueMiscGrp_3_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_1_Desc,ProgramServiceRevenueGrp_1_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_2_Desc,ProgramServiceRevenueGrp_2_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_3_Desc,ProgramServiceRevenueGrp_3_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_4_Desc,ProgramServiceRevenueGrp_4_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_5_Desc,ProgramServiceRevenueGrp_5_TotalRevenueColumnAmt,RentalIncomeOrLossGrp_1_PersonalAmt,RentalIncomeOrLossGrp_1_RealAmt,RoyaltiesRevenueGrp_1_TotalRevenueColumnAmt,business_name,cost_of_goods_sold,ein,fundraising_amt,fundraising_direct_expenses,fundraising_gross_income,government_grants,gross_sales_of_inventory,membership_dues,non_cash_contributions,other_contributions,other_revenue_total,tax_period_begin,tax_period_end,total_contributions,total_program_service_revenue,total_revenue
33928,2057,0,242423,-31871,0,33928,0,0,0,UNEMPLOYMENT REFUND,36590,0,0,0,0,MEMBERSHIP DUES,1846637,ASSESSMENTS,789507,PROF. DEV. PROGRAMS,193562,0,0,0,0,0,0,77690,BOARDSOURCE,70236,521681375,70838,,,,218515,,,756323,36590,2023-01-01,2023-12-31,756323,2829706,4124939
0,0,0,65597,0,0,0,0,0,0,HONORARIUMS,14492,0,0,0,0,MEMBERSHIP DUES,1675968,ASSESSMENTS,752744,PROF. DEV. PROGRAMS,302041,0,0,0,0,0,0,106785,BOARDSOURCE,77697,521681375,57566,,,,244462,,,719558,14492,2022-01-01,2022-12-31,719558,2730753,3803950
5601,163705,0,65812,158104,0,5601,0,0,0,0,0,0,0,0,0,MEMBERSHIP DUES,1539698,ASSESSMENTS,709091,PROF. DEV. PROGRAMS,185955,CONSULTING,94438,0,0,0,0,75040,BOARDSOURCE,37292,521681375,39812,,,557222,241638,,,5987915,,2021-01-01,2021-12-31,6545137,2529182,9425118
,0,0,69283,,4263,-114590,0,0,266223,0,0,0,0,0,0,MEMBERSHIP DUES,1505618,ASSESSMENTS,600500,CONSULTING,307581,TRAINING FEES,75287,0,0,,266223,63356,BOARDSOURCE,33899,521681375,33072,,,,253249,,,721118,4263,2020-01-01,2020-12-31,721118,2488986,3717989
652842,1320000,0,81975,667158,2233,652842,0,0,296045,0,0,0,0,0,0,MEMBERSHIP DUES,1461981,CONSULTING,898079,ASSESSMENTS,584368,TRAINING FEES,300828,0,0,,296045,54697,BOARDSOURCE,62400,521681375,48241,,,,378791,,,533082,2233,2019-01-01,2019-12-31,533082,3245256,5182521
89743,180000,0,67735,90257,3966,89743,0,0,261955,0,0,0,0,0,0,MEMBERSHIP DUES,1587929,CONSULTING,1241715,ASSESSMENTS,690769,TRAINING FEES,357793,0,0,,261955,40111,BOARDSOURCE,60714,521681375,50675,,,,388450,,,2956421,3966,2018-01-01,2018-12-31,2956421,3878206,7625873
65855,155000,0,55218,89145,9242,65855,0,0,261010,ADVERTISING INCOME,3400,0,0,0,0,CONSULTING,1538050,MEMBERSHIP DUES,1447835,BLF,694355,ASSESSMENTS,651544,TRAINING FEES,312834,,261010,42241,BOARDSOURCE,107275,521681375,47218,,,,392267,,,1415071,12642,2017-01-01,2017-12-31,1415071,4644618,6781647
0,0,0,50075,0,50042,0,0,0,195280,ADVERTISING INCOME,1700,0,0,0,0,MEMBERSHIP DUES,1185927,CONSULTING/TRAINING,1121766,ASSESSMENTS,543645,TRAINING FEES,342554,0,0,,195280,38659,BOARDSOURCE,96026,521681375,60854,,,,463820,,,1562662,51742,2016-01-01,2016-12-31,1562662,3193892,5460104
0,0,0,45626,0,19360,0,0,0,130500,SALE OF MERCHANDISE,1183,0,0,0,0,CONSULTING/TRAINING,1557504,MEMBERSHIP DUES,1004586,ASSESSMENTS,513379,LEADERSHIP FORUM,392360,TRAINING FEES,268785,,130500,20064,BOARDSOURCE,172627,521681375,73408,,,,813718,,,1953740,20543,2015-01-01,2015-12-31,1953740,3736614,6548178
43831,150000,0,37528,106169,0,43831,0,0,0,SUBLEASE INCOME,120000,OTHER REVENUE,10164,0,0,CONSULTING/TRAINING,1316008,ASSESSMENTS,450115,LEADERSHIP FORUM,336117,TRAINING FEES,244298,0,0,0,0,0,BOARDSOURCE,134944,521681375,69014,,,,926211,986433,,1180810,130164,2014-01-01,2014-12-31,2167243,2346538,5516571
151227,718398,0,33076,567171,0,151227,0,0,0,Sublease income,39500,Other revenue,21425,0,0,Consulting/training,1392689,Assessments,356161,Leadership forum,300635,Training Fees,268812,0,0,0,0,0,,148832,521681375,123758,,,,916242,1028859,,1288838,60925,2013-01-01,2013-12-31,2317697,2318297,5648632
0,0,0,0,0,0,0,7830,0,0,OTHER REVENUE,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUTTER COUNTY PARENT NETWORK,,680336340,0,1021,8851,463165,,,,70566,1420,2022-07-01,2023-06-30,533731,,542981
0,0,0,0,0,0,0,42304,0,0,OTHER REVENUE,9526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUTTER COUNTY PARENT NETWORK,,680336340,8940,0,42304,496788,,,,5232,9526,2021-07-01,2022-06-30,502020,,553850
0,0,0,0,0,0,0,27734,0,0,Other Revenue,21206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sutter County Parent Network,,680336340,3991,,27734,368157,,,,10448,21206,2020-07-01,2021-06-30,378605,0,427545
0,0,0,3660,0,0,0,27776,0,0,Other Revenue,3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sutter County Parent Network,,680336340,2938,,27776,472420,,,,14094,3948,2019-07-01,2020-06-30,486514,0,521898
0,0,0,4706,0,0,0,30994,0,0,Other Revenue,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sutter County Parent Network,,680336340,10967,,30994,371957,,,,21123,1754,2018-07-01,2019-06-30,393080,0,430534
0,0,0,3136,0,0,0,20895,0,0,OTHER INCOME,8367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUTTER COUNTY PARENT NETWORK,,680336340,3901,8578,29473,373323,,,,20115,8367,2017-07-01,2018-06-30,397339,0,429737
0,0,0,39,0,0,0,25944,0,0,OTHER INCOME,6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUTTER COUNTY PARENT NETWORK,,680336340,2775,7311,33255,379161,,,,25200,6175,2016-07-01,2017-06-30,407136,0,439294
0,0,0,65,0,0,0,22115,0,0,OTHER INCOME,6685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUTTER COUNTY PARENT NETWORK,,680336340,4796,8254,30369,375793,,,,31671,6685,2015-07-01,2016-06-30,412260,0,441125
0,0,0,874,0,0,0,20468,0,0,OTHER INCOME,19993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUTTER COUNTY PARENT NETWORK,,680336340,3789,7755,28223,353028,,,,38253,19993,2014-07-01,2015-06-30,395070,0,436405
0,0,0,872,0,0,0,21520,0,0,OTHER INCOME,6778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,680336340,7125,10251,31771,338360,,,,26634,6778,2013-07-01,2014-06-30,372119,0,401289
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,680336340,,,,,,,,,,,,,,
0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,Meraki Income,168694,0,0,0,0,0,0,0,0,0,0,0,GRIOT ARTS INC,,451838783,70059,,,25800,,16404,,385027,,2022-08-01,2023-07-31,497290,168694,666060
,,0,279,,0,9851,24780,0,0,0,0,0,0,0,0,MERAKI INCOME,201413,0,0,0,0,0,0,0,0,0,0,0,GRIOT ARTS INC,,451838783,5118,,24780,43150,,1974,,443190,,2021-08-01,2022-07-31,488314,201413,724637
0,0,0,414,0,0,0,39394,0,0,0,0,0,0,0,0,MERAKI INCOME,169392,0,0,0,0,0,0,0,0,0,0,0,GRIOT ARTS INC,,451838783,6490,,39394,51400,,875,,372067,,2020-08-01,2021-07-31,424342,169392,633542
0,0,0,353,0,0,0,34186,0,0,0,0,0,0,0,0,MERAKI INCOME,71672,0,0,0,0,0,0,0,0,0,0,0,GRIOT ARTS INC,,451838783,3222,,34186,135328,,5293,,313436,,2019-08-01,2020-07-31,454057,71672,560268
0,0,0,64,0,0,0,51223,0,0,0,0,0,0,0,0,PROGRAM SERVICE REVENUE,70351,0,0,0,0,0,0,0,0,0,0,0,GRIOT ARTS INC,,451838783,0,4555,55778,44421,,3291,,289730,,2018-08-01,2019-07-31,337442,70351,459080
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vision Historic Preservation Founda,,852855176,10814,,,,,,,871058,,2023-01-01,2023-12-31,881872,,881872
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VISION HISTORIC PRESERVATION FOUNDATION,,852855176,19926,,,,,,,652413,0,2022-01-01,2022-12-31,672339,,672339
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VISION HISTORIC PRESERVATION FOUNDATION,,852855176,2414,,,,,,,258894,0,2021-01-01,2021-12-31,261308,,261308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vision Historic Preservation Founda,,852855176,,,,,,,,,,2020-01-01,2020-12-31,RESTRICTED,,
0,0,0,60441,0,29882,0,266836,0,1351814,ALCOHOL SALES,758750,0,0,0,0,MUSEUM ADMISSIONS,1406925,EXHIBITION RENTALS,165200,EDUCATIONAL PROGAMS,81222,0,0,0,0,,1351814,0,MINT MUSEUM OF ART INC,372889,560670666,50670,267967,534803,693000,873573,265571,10614,5431997,788632,2022-07-01,2023-06-30,6441238,1653347,11062992
0,130675,0,8115,130675,9037,0,-37598,0,753699,ALCOHOL SALES,489510,0,0,0,0,MUSEUM ADMISSIONS,507622,EXHIBITION RENTALS,156992,EDUCATION PROGRAMS,66568,0,0,0,0,,753699,0,MINT MUSEUM OF ART INC,253009,560670666,261827,268623,231025,2725722,582498,142138,27800,5506783,498547,2021-07-01,2022-06-30,8636470,731182,10919904
0,1233738,0,44916,1233738,0,0,-38745,0,328832,ALCOHOL SALES,64513,0,0,0,0,MUSEUM ADMISSIONS,258437,EXHIBITION RENTALS,22477,EDUCATION PROGRAMS,7078,0,0,0,0,,328832,0,MINT MUSEUM OF ART INC,203905,560670666,383198,100857,62112,1254656,298968,152068,12600,3685689,64513,2020-07-01,2021-06-30,6400647,288242,7183468
0,1398623,0,51717,1398623,0,0,26311,0,659275,ALCOHOL SALES,237235,0,0,0,0,MUSEUM ADMISSIONS,288325,EXHIBITION RENTALS,45000,EDUCATION PROGRAMS,9943,0,0,0,0,,659275,0,MINT MUSEUM OF ART INC,210341,560670666,256260,30967,57278,93300,437413,194847,17092,3776680,237235,2019-07-01,2020-06-30,5323732,398120,6923462
2341,2341,0,73058,0,0,2341,-124240,0,1118730,ALCOHOL SALES,350088,COMMISSIONS,11635,0,0,MUSEUM ADMISSIONS,293024,EDUCATION PROGRAMS,71373,EVENT TICKETS,33410,0,0,0,0,,1118730,0,MINT MUSEUM OF ART INC,256315,560670666,397677,279848,155608,83500,534657,294000,11595,3393653,361723,2018-07-01,2019-06-30,4881992,424173,7016119
0,0,0,60687,0,0,0,-18585,0,1284572,COMMISSIONS,3718,0,0,0,0,MUSEUM ADMISSIONS,309480,EDUCATION PROGRAMS,63141,EVENT TICKETS,22005,0,0,0,0,,1284572,0,MINT MUSEUM OF ART INC,254167,560670666,294437,303478,284893,82500,432653,388007,253470,3184072,3718,2017-07-01,2018-06-30,4280288,431828,6220994
2427,2427,0,38793,0,0,2427,46168,0,1089371,commissions,15416,0,0,0,0,MUSEUM ADMISSIONS,265233,Other Activities,63288,education programs,58544,Event Tickets,19032,0,0,,1089371,0,Mint Museum of Art Inc,233540,560670666,216681,288262,334430,114580,437195,800986,12743,3201297,15416,2016-07-01,2017-06-30,5287661,406097,7089588
1731,1731,0,45984,0,0,1731,62259,0,950257,COMMISSIONS,28400,0,0,0,0,MUSEUM ADMISSIONS,231130,EDUCATION PROGRAMS,55664,0,0,0,0,0,0,,950257,454,MINT MUSEUM OF ART INC,152152,560670666,75800,126496,188755,90420,349492,852634,5850,1911286,28400,2015-07-01,2016-06-30,4682390,286794,6255609
436014,2768652,0,318785,2332638,0,436014,-57811,0,864161,0,0,0,0,0,0,MUSEUM ADMISSIONS,323679,EDUCATION PROGRAMS,42794,0,0,0,0,0,0,,864161,0,MINT MUSEUM OF ART INC,301422,560670666,96450,121968,64157,122500,344143,936443,147760,1831810,,2014-07-01,2015-06-30,4080051,366473,6050394
439408,1163029,0,278542,723621,0,439408,-27830,0,1062247,MISCELLANEOUS,72369,0,0,0,0,MUSEUM ADMISSIONS,316003,EDUCATION PROGRAMS,34418,0,0,0,0,0,0,,1062247,0,,345175,560670666,127000,82530,54700,133894,391431,970062,2988334,5183231,72369,2013-07-01,2014-06-30,7501188,350421,9722601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,560670666,,,,,,,,,,,,,,
,0,0,627,,0,-3850,0,0,0,ADVERTISING,855699,MISC INCOME,456,0,0,ADMISSIONS,2297961,BLACK MUSIC MONTH AND OTHER EVENT,570311,MEMBERSHIP,132913,0,0,0,0,0,0,0,THE NATIONAL MUSEUM OF AFRICAN AMERICAN,321759,621867910,393809,,,773913,723065,,25912,5827600,856155,2022-07-01,2023-06-30,6601513,3001185,10856936
0,0,0,1065,0,0,0,0,0,0,MISC INCOME,530501,ADVERTISING,309401,OTHER INCOME,115774,ADMISSIONS,2306202,BLACK MUSIC MONTH AND OTHER EVENT,419406,MEMBERSHIP,235163,0,0,0,0,0,0,0,THE NATIONAL MUSEUM OF AFRICAN AMERICAN,228804,621867910,34898,,,1572330,896136,,,4787291,955676,2021-07-01,2022-06-30,6359621,2960771,10944465
0,0,0,2414,0,0,0,12250,0,0,OTHER INCOME,56525,0,0,0,0,ADMISSIONS,883793,MEMBERSHIP,74082,0,0,0,0,0,0,0,0,0,THE NATIONAL MUSEUM OF AFRICAN AMERICAN,,621867910,64651,0,12250,,,,,8203951,56525,2020-07-01,2021-06-30,8203951,957875,9233015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE NATIONAL MUSEUM OF AFRICAN AMERICAN,,621867910,142500,,,7139959,,,,9653771,0,2019-07-01,2020-06-30,16793730,0,16793730
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE NATIONAL MUSEUM OF AFRICAN AMERICAN,,621867910,125000,,,4992376,,,,3400811,0,2018-07-01,2019-06-30,8393187,0,8393187
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE NATIONAL MUSEUM OF AFRICAN AMERICAN,,621867910,125000,,,1079736,,,,6354769,0,2017-07-01,2018-06-30,7434505,0,7434505
0,0,0,0,0,0,0,0,0,0,OTHER,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE NATIONAL MUSEUM OF AFRICAN AMERICAN,,621867910,117777,,,1204345,,,,1781313,1480,2016-07-01,2017-06-30,3103435,0,3104915
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE NATIONAL MUSEUM OF AFRICAN AMERICAN,,621867910,32451,,,887442,,,,662410,0,2015-07-01,2016-06-30,1582303,0,1582303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,THE NATIONAL MUSEUM OF AFRICAN AMERICAN,,621867910,72000,,,484824,,,,1343011,161,2014-07-01,2015-06-30,1827835,0,1827996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,621867910,194167,,,,,,54856,402038,0,2013-07-01,2014-06-30,402038,0,402038
96959,96959,0,805527,0,0,96959,0,0,1227234,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRITING,944850,TV PRODUCTION SERVICES,164383,0,0,0,0,0,0,974358,252876,0,FLORIDA WEST COAST PUBLIC BROADCASTING,,590840626,140075,,,2624782,,,196257,10544891,,2022-10-01,2023-09-30,13169673,1109233,16408626
626197,626197,0,549424,0,0,626197,0,0,1203041,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRITING,892360,TV PRODUCTION SERVICES,119922,0,0,0,0,0,0,960701,242340,0,FLORIDA WEST COAST PUBLIC BROADCASTING,,590840626,134406,,,1789611,,,229000,9565213,,2021-10-01,2022-09-30,11354824,1012282,14745768
476017,476017,0,382721,0,0,459874,0,0,1151713,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRITING,946773,TV PRODUCTION SERVICES,176669,0,0,0,0,0,0,904631,247082,17470,FLORIDA WEST COAST PUBLIC BROADCASTING,,590840626,129464,,,2382356,,,231145,10207882,,2020-10-01,2021-09-30,12590238,1123442,15725458
312457,312457,0,332132,0,0,312457,0,0,1055379,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRITING,629902,TV PRODUCTION SERVICES,165757,0,0,0,0,0,0,822260,233119,837,FLORIDA WEST COAST PUBLIC BROADCASTING,,590840626,106169,,,2608539,,,194778,6289457,,2019-10-01,2020-09-30,8897996,795659,11394460
336152,336152,0,324896,0,0,411246,0,0,732208,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRITING,835152,TV PRODUCTION SERVICES,303899,0,0,0,0,0,0,502853,229355,0,FLORIDA WEST COAST PUBLIC BROADCASTING,,590840626,94609,,,1851785,,,61560,7149626,,2018-10-01,2019-09-30,9001411,1139051,11608812
294812,294812,0,281843,0,0,294812,0,0,646277,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRI,734600,TV PRODUCTION SERVICES,294913,0,0,0,0,0,0,402673,243604,0,FLORIDA WEST COAST PUBLIC BROADCASTING,,590840626,132338,,,1934714,,,89725,5686540,,2017-10-01,2018-09-30,7621254,1029513,9873699
385481,385481,0,268210,0,0,385481,0,0,630029,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRI,829392,TV PRODUCTION SERVICES,420639,0,0,0,0,0,0,392661,237368,0,FLORIDA WEST COAST PUBLIC BROADCASTING,,590840626,91137,,,1515312,,,52571,4766007,,2016-10-01,2017-09-30,6281319,1250031,8815070
345931,345931,0,228198,0,0,345931,-467,0,700619,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRI,681780,TV PRODUCTION SERVICES,442270,0,0,0,0,0,0,470129,230490,0,FLORIDA WEST COAST PUBLIC BROADCASTING,,590840626,3560,14867,14400,1343436,,,38838,5332039,,2015-10-01,2016-09-30,6679035,1124050,9077366
180198,180198,0,165115,0,0,180198,-2075,0,707539,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRITING,995259,TV PRODUCTION SERVICES,679008,0,0,0,0,0,0,480269,227270,0,FLORIDA WEST COAST PUBLIC BROADCASTING INC,,590840626,1665,11015,8940,1404698,,,19932,8348416,,2014-10-01,2015-09-30,9754779,1674267,12479823
390032,390032,0,143742,0,0,390032,-3334,0,732298,0,0,0,0,0,0,LOCAL PROGRAM UNDERWRI,926523,TV PRODUCTION SERVICES,525206,0,0,0,0,0,0,499904,232394,3086,,,590840626,41497,39121,35787,1204288,,,25200,4073223,,2013-10-01,2014-09-30,5277511,1451729,7995064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,590840626,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONTRACT SERVICES REVENUE,20000,GROUP SITE VISIT FEE,1550,SALES,684,0,0,0,0,0,0,0,KE KULA NUI O WAIMANALO,,823955043,0,,,49754,,,,737349,,2023-01-01,2023-12-31,787103,22234,809337
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONTRACT SERVICES REVENUE,63995,SALES,2852,GROUP SITE VISIT FEE,693,0,0,0,0,0,0,0,KE KULA NUI O WAIMANALO,,823955043,0,,,262044,,,,285434,,2022-01-01,2022-12-31,547478,67540,615018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALES,1000,0,0,0,0,0,0,0,0,0,0,0,KE KULA NUI O WAIMANALO,,823955043,25,,,153572,,,,290064,,2021-01-01,2021-12-31,443636,1000,444636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALES,3371,GROUP SITE VISIT FEE,417,0,0,0,0,0,0,0,0,0,KE KULA NUI O WAIMANALO,,823955043,0,,,246914,,,,197414,,2020-01-01,2020-12-31,444328,3788,448116
0,0,0,267164,0,0,0,0,0,0,MISCELLANEOUS REVENUE,96837,REALIZED UNREALIZED GA,80473,0,0,"LEASING, PROGRAMMING A",5454347,0,0,0,0,0,0,0,0,0,0,0,NTC FOUNDATION,,900126641,23813,,,,,,,481992,177310,2023-01-01,2023-12-31,481992,5454347,6380813
0,0,0,62120,0,0,0,0,0,0,0,0,0,0,0,0,"LEASING, PROGRAMMING A",4985833,0,0,0,0,0,0,0,0,0,0,0,NTC FOUNDATION,,900126641,36385,,,301440,,,,115289,,2022-01-01,2022-12-31,416729,4985833,5464682
0,0,0,82332,0,0,0,0,0,0,PROGRAM REIMBURSEMENT,6500,MISCELLANEOUS REVENUE,4,0,0,"LEASING, PROGRAMMING A",3861622,0,0,0,0,0,0,0,0,0,0,0,NTC FOUNDATION,,900126641,59724,,,304139,,,,2013034,6504,2021-01-01,2021-12-31,2317173,3861622,6267631
0,0,0,172553,0,0,0,-76,0,0,PROGRAM RESIMBURSEMENT,24381,DEVELOPER FEE,15000,CATERING FEES,344,"LEASING, PROGRAMMING AND OPERATIN",5246468,0,0,0,0,0,0,0,0,0,0,0,NTC FOUNDATION,,900126641,60901,76,,9130072,,,,1067642,39725,2020-01-01,2020-12-31,10197714,5246468,15656384
0,0,0,91456,0,1779,0,0,0,0,DEVELOPER FEE,275000,PROGRAM RESIMBURSEMENT,41349,BUILDING 178 DEVELOPME,5000,"LEASING, PROGRAMMING A",3685311,0,0,0,0,0,0,0,0,0,0,0,NTC FOUNDATION,,900126641,24602,,,400134,,,,74267,323128,2019-01-01,2019-12-31,474401,3685311,4574296
0,0,0,230070,0,0,0,-17271,0,0,DEVELOPER FEE,560308,CATERING FEES,2345,OTHER GAINS,79,"LEASING, PROGRAMMING A",2995981,0,0,0,0,0,0,0,0,0,0,0,NTC FOUNDATION,,900126641,47049,17271,0,106472,,,16830,257534,562732,2018-01-01,2018-12-31,364006,2995981,4135518
,,0,217381,,0,22992,41940,0,0,REIMBURSEABLE EXPENSES,637833,DEVELOPER FEE,178361,CATERING FEES,57420,"LEASING, PROGRAMMING A",2380181,0,0,0,0,0,0,0,0,0,0,0,NTC FOUNDATION,,900126641,20097,39090,81030,252671,,,,125602,873614,2017-01-01,2017-12-31,378273,2380181,3914381
0,0,0,120380,0,0,0,-59,0,0,Reimburseable expenses,423106,Catering Fees,51575,0,0,"Leasing, programming a",2105122,0,0,0,0,0,0,0,0,0,0,0,NTC Foundation,,900126641,18874,59,0,218337,,,,120545,474681,2016-01-01,2016-12-31,338882,2105122,3039006
0,0,0,126807,0,266130,0,-3247,0,0,income on investment t,5192207,Developer fee,1060510,Gross Rents,712151,0,0,0,0,0,0,0,0,0,0,0,0,0,NTC Foundation,,900126641,15005,3247,0,456488,,,,1147049,7230998,2015-01-01,2015-12-31,1603537,,8958095
0,0,0,306203,0,3160,0,-1937,0,0,GROSS RENTS,87201,MISCELLANEOUS REVENUE,71403,REIMBURSEABLE EXPENSES,10024,0,0,0,0,0,0,0,0,0,0,0,0,0,NTC FOUNDATION,,900126641,5204,2627,690,182513,,,250,1609391,171788,2014-01-01,2014-12-31,1791904,,2267958
0,0,0,315054,0,0,0,-516,0,0,GROSS RENTS,58538,MISCELLANEOUS REVENUE,10075,CATERING FEES,794,0,0,0,0,0,0,0,0,0,0,0,0,0,,,900126641,29512,756,240,209389,,,,149310,69407,2013-01-01,2013-12-31,358699,,742644
0,0,0,4903,0,0,0,0,0,0,CEDC Reimbursements,17825,0,0,0,0,Ticket Sales,15303,Fee for Service,1400,Art Sales Commission,415,0,0,0,0,0,0,0,Atlantic City Arts Foundation,147,452409043,2454,0,0,177406,240,,,355335,17825,2023-01-01,2023-12-31,535195,17118,575134
0,0,0,1,0,0,0,0,0,0,CEDC Reimbursements,13343,0,0,0,0,Ticket Sales,3460,Community Arts Educati,1000,0,0,0,0,0,0,0,0,0,Atlantic City Arts Foundation,263,452409043,1833,,,95547,1799,,,147395,13343,2022-01-01,2022-12-31,242942,4460,262282
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Community Arts Educati,7433,Ticket Sales,2508,0,0,0,0,0,0,0,0,0,Atlantic City Arts Foundation,110,452409043,752,,,81843,871,,,112666,,2021-01-01,2021-12-31,194509,9941,205216
0,0,0,2145,0,0,0,0,0,0,In-Kind Donation Income,12682,0,0,0,0,Admissions/Ticket Sales,102868,Arts Administration Incom,59215,Performance Fees,22189,Rental Income Program Use,19659,Workshop & Perf Fees,43918,0,0,0,Playhouse Arts,,260383637,0,,,308228,,,,199469,12682,2022-07-01,2023-06-30,507697,265320,787844
,0,0,-2086,,0,-784,0,0,0,In-Kind Donation Income,10791,PPP Loan Forgiven,34800,0,0,Admissions/Ticket Sales,38349,Arts Administration Incom,19563,Performance Fees,5050,Rental Income Program Use,37431,Workshop & Perf Fees,26373,0,0,0,Playhouse Arts,,260383637,0,,,112946,,,,335601,45591,2021-07-01,2022-06-30,448547,131331,622599
0,0,0,4196,0,0,0,0,0,0,Miscellaneous Income,241,PPP Loan Forgiven,34800,0,0,Admissions/Ticket Sales,3756,Advertising Revenue,500,Reimbursed Expenses,1976,Rental Income Program Use,360,Workshop & Perf Fees,15000,0,0,0,Playhouse Arts,,260383637,0,,,111400,,,,137508,35041,2020-07-01,2021-06-30,248908,21797,309942
0,0,0,273,0,0,0,0,0,0,Miscellaneous Income,4682,0,0,0,0,Admissions/Ticket Sales,37618,Concession Income,9341,Membership Discounted Tix,1996,Rental Income Program Use,10574,Workshop & Perf Fees,14075,0,0,0,Playhouse Arts,,260383637,0,,,133000,,,,93193,4682,2019-07-01,2020-06-30,226193,73740,304888
